ID,BPM,KEY,PART,TITLE,ARTIST,ORIGIN,SEASON,YEAR,TYPE,NOTES
001603,97.5,E Major,,realitYhurts.,,,Winter,2025,Anime,(Synths); la-la-la
001604,100,G Major,,KILLKISS,,,Winter,2025,Anime,
001605,100,C Major,,Crescendo,,,Winter,2025,Anime,
001606,107,D Major,,Kirameki,,,Winter,2025,Anime,
001607,110,B Major,,The Eye,,,Winter,2025,Anime,
001608,110,G Major,,Risoukyo,,,Winter,2025,Anime,
001609,120,G# Major,,Make It Count,,,Winter,2025,Anime,Gonna make it count
001610,125,G Major,,Magic Hour,,,Winter,2025,Anime,"oh yeah, yeah; aye"
001611,127,D Major,,Isekai Kyousoukyoku,,,Winter,2025,Anime,
001612,128,F# Major,,OOKAMI,,,Winter,2025,Anime,
001613,129,A Major,,ReawakeR,,,Winter,2025,Anime,
001614,130,G Major,,But No Love,,,Winter,2025,Anime,Woah-oah
001615,130,E Major,,GIVE & TAKE,,,Winter,2025,Anime,
001616,130,A Major,,Choose!!,,,Winter,2025,Anime,
001617,132,F Major,,Ame Tokimeki Koi,,,Winter,2025,Anime,
001618,132,F Major,,Shujinkou ni Narou!,,,Winter,2025,Anime,jibun shidai da ze
001619,134,A# Major,,Bravely Dance,,,Winter,2025,Anime,It's time to go
001620,70,C Major,,Maji de Sekai Kaech,,,Spring,2025,Anime,ah-ahh...
001621,70,A Major,,Daijoubu,,,Spring,2025,Anime,
001622,71,E Major,,Summertime Ghost,,,Spring,2025,Anime,wo-oah...; ah-hah...
001623,71,F Major,,Aufheben,,,Spring,2025,Anime,wo-woah...
001624,71,G# Major,,Mahou wa Spice,,,Spring,2025,Anime,
001625,"72, 72","F Major, D# Major","Verse, Chorus",Alka Tale,,,Spring,2025,Anime,
001626,73,A Major,,Yaren no? Endless,,,Spring,2025,Anime,
001627,76,F# Major,,Tabi Shiyo! Don't You,,,Spring,2025,Anime,
001628,77.5,C Major,,Kekka Orai,,,Spring,2025,Anime,"get-get, it's alright"
001629,77.5,D Major,,FACSTORY,,,Spring,2025,Anime,
001630,80.5,D Major,,Everyday Host,,,Spring,2025,Anime,
001631,82.5,F# Major,,Sugosugi Maebashi,,,Spring,2025,Anime,
001632,85,C# Major,,Hurray!!,,,Spring,2025,Anime,
001633,85,G Major,,"Shitsumon, Koi tte N",,,Spring,2025,Anime,oi!
001634,85,G Major,,Clockwork Flowers,,,Spring,2025,Anime,
001635,85,A# Major,,Ninkoro Dance,,,Spring,2025,Anime,nin-nin-nin
001636,85.5,C# Major,,Ie de Yeah! Tte Age,,,Spring,2025,Anime,
001637,85.5,E Major,,Uchuu-teki Mystery,,,Spring,2025,Anime,"ta-ta, ta-ta, ta-tan"
001638,86,C# Major,,Illuminate,,,Spring,2025,Anime,
001639,86,G# Major,,Yume ja Nai nara N,,,Spring,2025,Anime,ohh...
001640,86.5,D# Major,,Plazma,,,Spring,2025,Anime,oh... Oh...
001641,87,E Major,,HIGH FLAME,,,Spring,2025,Anime,guitar; drums; la-la-la
001642,87.5,A Major,,So Lucky,,,Spring,2025,Anime,
001643,88,C Major,,Light Maker,,,Spring,2025,Anime,
001644,89,G Major,,Drops,,,Spring,2025,Anime,
001645,89,F Major,,Rise,,,Spring,2025,Anime,it's all about to rise
001646,89,A# Major,,Ring Ring Ring,,,Spring,2025,Anime,
001647,89,G Major,,KINGSBLOOD,,,Spring,2025,Anime,
001648,89,F Major,,Ballpark de Shake!,,,Spring,2025,Anime,1-2-3-4-5; let's go; wo
001649,89,F# Major,,Wish,,,Spring,2025,Anime,
001650,90,G Major,,Ready to Rock,,,Spring,2025,Anime,
001651,90,C# Major,,Shoudou,,,Spring,2025,Anime,
001652,90,E Major,,HEROES,,,Spring,2025,Anime,
001653,90,D Major,,Fushigi na Kimi,,,Spring,2025,Anime,
001654,90,A Major,,Hakudou,,,Spring,2025,Anime,
001655,90,G Major,,Binetsuma ,,,Spring,2025,Anime,
001656,90,F# Major,,Midnight Reflection,,,Spring,2025,Anime,
001657,91,G Major,,Honey Lemon,,,Spring,2025,Anime,
001658,91,D Major,,Omoi Ai,,,Spring,2025,Anime,
001659,92,G# Major,,Zettai Utahime Seng,,,Spring,2025,Anime,"3, 2, 1"
001660,92,C Major,,BOYZ,,,Spring,2025,Anime,
001661,92,D Major,,The 1,,,Spring,2025,Anime,
001662,93,D# Major,,AXCLUSION,,,Spring,2025,Anime,
001663,93,A Major,,Lazarus,,,Spring,2025,Anime,
001664,94,G Major,,Tenshi to Akuma,,,Spring,2025,Anime,
001665,94,D# Major,,BLADE,,,Spring,2025,Anime,
001666,94,G Major,,Ai Uta,,,Spring,2025,Anime,
001667,94,G# Major,,Singularist,,,Spring,2025,Anime,
001668,95.5,D Major,,Vortex,,,Spring,2025,Anime,
001669,97,F# Major,,Speed,,,Spring,2025,Anime,
001670,97,C# Major,,heart,,,Spring,2025,Anime,
001671,100,G# Major,,Koeru,,,Spring,2025,Anime,
001672,100,E Major,,Kaseijin,,,Spring,2025,Anime,
001673,100,D Major,,Aitoka.,,,Spring,2025,Anime,
001674,105,E Major,,Kiiro Shingou,,,Spring,2025,Anime,
001675,107,C# Major,,Yokan,,,Spring,2025,Anime,
001676,109,D# Major,,Gegege no Kitarou,,,Spring,2025,Anime,
001677,114,A Major,,Skirt,,,Spring,2025,Anime,
001678,115,G Major,,GRIDOUT,,,Spring,2025,Anime,
001679,115,A Major,,MONTAGE,,,Spring,2025,Anime,
001680,115,C Major,,TWILIGHT!!!,,,Spring,2025,Anime,
001681,125,F Major,,Sonna Mon ne,,,Spring,2025,Anime,
001682,125,A Major,,MAISIE,,,Spring,2025,Anime,
001683,125,F Major,,Twilight,,,Spring,2025,Anime,
001684,126,C Major,,INERTIA,,,Spring,2025,Anime,
001685,"128, 128","D Major, G# Major","Verse, Chorus",Watch me!,YOASOBI,,Spring,2025,Anime,"3, 2, 1"
001686,128,G Major,,"Kanojo wa Ima, Mei",,,Spring,2025,Anime,
001687,130,E Major,,Many Merry Memori,,,Spring,2025,Anime,woo!
001688,132,C# Major,,Sou,,,Spring,2025,Anime,wo-woah...
001689,134,F Major,,Mou Dou Natte mo,,,Spring,2025,Anime,
001690,135,G Major,,Continue,,,Spring,2025,Anime,
001691,135,C Major,,GET BACK,,,Spring,2025,Anime,ah-ah...
001692,137,C# Major,,Brand New Day,,,Spring,2025,Anime,
001693,"138, 138, 138","E Major, E Major, F Major","Verse, Chorus, Last Chorus",Kusushiki,Mrs. GREEN APPLE,Apothecary Diaries: Season 2,Spring,2025,Anime,"yuy-yuy; mm, mm"
001694,138,F Major,,Baby Baby Baby,,,Spring,2025,Anime,
001695,"70, 70, 70, 70","D# Major, D# Major, A Major, C# Major","Verse, Chorus, Bridge, Outro",Taiyou ga Noboronai,Aimer,,Summer,2025,Anime,
001696,70,G Major,,Method,,,Summer,2025,Anime,
001697,"70.5, 70.5","D# Major, F Major","Verse, Chorus",Tenden Barbara,,,Summer,2025,Anime,
001698,70.5,A Major,,SUPERNOVA,,,Summer,2025,Anime,
001699,"71, 71","B Major, D Major","Verse, Chorus",Kagome Kagome,,,Summer,2025,Anime,"ooh, oohh..."
001700,72,A Major,,Manazashi wa Hikari,,,Summer,2025,Anime,
001701,"72.5, 72.5","D Major, E Major","Verse, Chorus",Tokihanate,,,Summer,2025,Anime,ichi-ni-san; u-wa-a
001702,"75, 75, 75","F Major, D Major, D Major","Intro, Verse, Chorus",My way,,,Summer,2025,Anime,
001703,"75, 75, 75, 75","F Major, G# Major, F Major, G Major","Intro, Verse, Prechorus, Chorus",Super Big Love,,,Summer,2025,Anime,
001704,"75, 75, 75, 75","B Major, A Major, B Major, C Major","Verse, Prechorus, Chorus, Outro",Kamidanomi,,,Summer,2025,Anime,
001705,"75, 75, 75","C Major, F Major, E Major","Verse, Prechorus, Chorus",Saikai,,,Summer,2025,Anime,"hah, hah, ha-ah..."
001706,"128, 75","C Major, G Major","Verse, Chorus",Happy Lucky Chappy,,,Summer,2025,Anime,
001707,"75, 75, 75","F Major, C Major, C Major","Intro, Verse, Chorus",GORIGORI Feez-e Girl,,,Summer,2025,Anime,
001708,76.5,C Major,,What is Justice?,,,Summer,2025,Anime,
001709,"76.5, 76.5, 76.5","E Major, A Major, E Major","Intro, Verse, Chorus",Seishun Towa,,,Summer,2025,Anime,woo!
001710,77,A# Major,,Hello,,,Summer,2025,Anime,
001711,78,F# Major,,Bitter end,,,Summer,2025,Anime,
001712,78.5,A Major,,CAT CITY,,,Summer,2025,Anime,
001713,79,C Major,,Doukashiteru,,,Summer,2025,Anime,
001714,"79, 79, 79","B Major, G# Major, G# Major","Verse, Prechorus, Chorus",Tomoshibi,,,Summer,2025,Anime,
001715,80,F Major,,Unique,,,Summer,2025,Anime,
001716,80,G Major,,NEW PANTY AND ST,,,Summer,2025,Anime,
001717,80.5,F# Major,,Junjou de Are,,,Summer,2025,Anime,
001718,81.5,G Major,,Resolution,,,Summer,2025,Anime,
001719,"81.5, 81.5","C# Major, D# Major","Verse, Chorus",Kimi ga Kureta Mono,,,Summer,2025,Anime,
001720,82,G Major,,Harenohini,,,Summer,2025,Anime,
001721,85,G Major,,Umutsuki,,,Summer,2025,Anime,
001722,85,D# Major,,suffer,,,Summer,2025,Anime,
001723,86,D# Major,,CALLING,,,Summer,2025,Anime,
001724,"86.5, 86.5, 86.5","E Major, G Major, E Major","Verse, Prechorus, Chorus",Ao to Kirameki,,,Summer,2025,Anime,
001725,87,G Major,,Wish for you,,,Summer,2025,Anime,
001726,87,F# Major,,Akari wa Tooku,,,Summer,2025,Anime,
001727,89,D Major,,Hyakuchinisou,,,Summer,2025,Anime,
001728,90.5,F Major,,Muri Muri Shinkaron,,,Summer,2025,Anime,
001729,"90.5, 90.5, 90.5, 90.5","G# Major, F# Major, G# Major, E Major","Verse, Prechorus, Chorus, Outro",Futari no Game,,,Summer,2025,Anime,
001730,91,A Major,,Blue Motion,,,Summer,2025,Anime,
001731,93,G Major,,Kakumei Douchuu,,,Summer,2025,Anime,
001732,93,G Major,,HUGs,,,Summer,2025,Anime,
001733,93,D# Major,,Snowdrop,,,Summer,2025,Anime,
001734,94,E Major,,Kimi ni Fusawashii,,,Summer,2025,Anime,
001735,95,F Major,,CRY OUT CRY OVER,,,Summer,2025,Anime,
001736,97,A Major,,Maillard,,,Summer,2025,Anime,
001737,"98, 98, 98","A# Major, C Major, C Major","Intro, Verse, Chorus",Magestic Catastrophe,,,Summer,2025,Anime,
001738,98.5,A Major,,Dystopia or Utopia,,,Summer,2025,Anime,
001739,102.33,A Major,,enja,,,Summer,2025,Anime,
001740,105,E Major,,Ame to,,,Summer,2025,Anime,
001741,112,F Major,,Hikari no Sumika,,,Summer,2025,Anime,
001742,115,A Major,,End of Days,,,Summer,2025,Anime,
001743,116,A# Major,,BLOOM,,,Summer,2025,Anime,
001744,118,A Major,,Mirage,,,Summer,2025,Anime,
001745,"119, 119, 119","A Major, A Major, A# Major","Verse, Chorus, Outro",Mr. Moonlight,,,Summer,2025,Anime,
001746,119.5,A Major,,Mikansei ni Matataite,,,Summer,2025,Anime,
001747,122,F# Major,,Gesshoku,,,Summer,2025,Anime,
001748,124,F# Major,,feel,,,Summer,2025,Anime,
001749,124,E Major,,Yuurei ni Naritai,,,Summer,2025,Anime,
001750,125,E Major,,Ruler,,,Summer,2025,Anime,
001751,126,A Major,,HOWL,,,Summer,2025,Anime,
001752,130,C Major,,Can't Run From,,,Summer,2025,Anime,
001753,130,G Major,,Kawaii Kaiwai,,,Summer,2025,Anime,
001754,132,E Major,,Mirai Cider,,,Summer,2025,Anime,
001755,137,C# Major,,OVERNIGHT,,,Summer,2025,Anime,
001756,72.5,D Major,,Wo Ai Ni,,,Summer,2025,Anime,ahh...
001757,76,A Major,,THE REVO,,,Summer,2025,Anime,
001758,80,F Major,,Amidakuji,,,Summer,2025,Anime,
001759,80,D# Major,,Amadeus,,,Summer,2025,Anime,
001760,"85, 85","E Major, G Major","Verse, Chorus",Issen,,,Summer,2025,Anime,build up
001761,85.5,D# Major,,Spurt Syndromer,,,Summer,2025,Anime,intro dialogue
001762,88,D# Major,,Bake no Kawa,,,Summer,2025,Anime,yeah; get out
001763,89,G# Major,,Uza Kawaikute Nani,,,Summer,2025,Anime,
001764,92.5,D# Major,,LET’S JUST CRASH,,,Summer,2025,Anime,
001765,97,G Major,,Senjyo no Hana,,,Summer,2025,Anime,wah...
001766,97,A Major,,yummy goodday,,,Summer,2025,Anime,wo-o-oah...; lala; do it
001767,"108.5, 108.5","A Major, D Major","Verse, Chorus",Get No Satisfied!,,,Summer,2025,Anime,
001768,110,F# Major,,Sakura Kaze,,,Summer,2025,Anime,la-la-la
001769,112,G# Major,,Hi wo Mamoru,,,Summer,2025,Anime,build-up drums
001770,115,F Major,,Fumetsu no Anata e,,,Summer,2025,Anime,
001771,123,C Major,,Nie,,,Summer,2025,Anime,
001772,"133, 133","C Major, D Major","Verse, Chorus",Magic,,,Summer,2025,Anime,
001773,"71, 71","A Major, C Major","Verse, Chorus",Stellar Days,,,Fall,2025,Anime,
001774,72.5,D Major,,Wanna be,,,Fall,2025,Anime,
001775,74,C# Major,,Iolite,,,Fall,2025,Anime,
001776,75,A# Major,,"Hira yori Rai ya, Sara",,,Fall,2025,Anime,
001777,75,E Major,,Monster,,,Fall,2025,Anime,
001778,77.5,G Major,,Dokidoki Kirameki,,,Fall,2025,Anime,
001779,78,D# Major,,Level wo Agete Butsu,,,Fall,2025,Anime,
001780,78.5,C Major,,Isekai Concerto,,,Fall,2025,Anime,
001781,79.5,G# Major,,Mahou,,,Fall,2025,Anime,"oohh, la-la, la-la"
001782,80,A Major,,Honto to Uso,,,Fall,2025,Anime,
001783,80,D# Major,,Ii yo,,,Fall,2025,Anime,
001784,"80, 80, 80","E Major, G Major, E Major","Intro, Verse, Chorus",Toryanse,,,Fall,2025,Anime,"hey; lai, la-lai"
001785,80,F# Major,,"Ikite, Sansan",,,Fall,2025,Anime,
001786,82,G Major,,Future Session,,,Fall,2025,Anime,
001787,82,F Major,,Dramatic Overlay,,,Fall,2025,Anime,"1, 2, 3"
001788,83,E Major,,Koi no Magic Potion,,,Fall,2025,Anime,
001789,84,F Major,,Prologue,,,Fall,2025,Anime,
001790,85,F# Major,,Futaribun,,,Fall,2025,Anime,
001791,85,G Major,,Invincible,,,Fall,2025,Anime,
001792,87,G Major,,Reincarnation,,,Fall,2025,Anime,
001793,87,D Major,,Ender,,,Fall,2025,Anime,
001794,88,F# Major,,Hacha Mecha Wacha,,,Fall,2025,Anime,
001795,89,E Major,,Liar,,,Fall,2025,Anime,
001796,89,F Major,,Sugary Story,,,Fall,2025,Anime,
001797,89.5,A Major,,Zettai Shousan,,,Fall,2025,Anime,
001798,91,F Major,,Mad Pulse,,,Fall,2025,Anime,build-up; wo-wo-wo
001799,91,F# Major,,Seishun no Silhouette,,,Fall,2025,Anime,
001800,91,F Major,,Kusuguttai.,,,Fall,2025,Anime,
001801,91.5,F# Major,,Hyakumensou,,,Fall,2025,Anime,
001802,92,C# Major,,Futari de Iyouka,,,Fall,2025,Anime,
001803,94,C# Major,,"1, 2, Play",,,Fall,2025,Anime,
001804,95,F Major,,Quest,,,Fall,2025,Anime,
001805,95,A Major,,U.K.U,,,Fall,2025,Anime,
001806,96,G# Major,,Gohan Tabeyo,,,Fall,2025,Anime,
001807,97,G Major,,Daybreak,,,Fall,2025,Anime,
001808,98,A# Major,,So Far Away,,,Fall,2025,Anime,
001809,100,F Major,,Happy Yummy Lucky,,,Fall,2025,Anime,
001810,100,C# Major,,Adultic Children,,,Fall,2025,Anime,"1, 2, 3, 4"
001811,100,C Major,,Sweet Disaster,,,Fall,2025,Anime,
001812,100,F# Major,,Algorithm,,,Fall,2025,Anime,
001813,101,F Major,,Inochi no Parade,,,Fall,2025,Anime,
001814,101,G# Major,,Empty Heart,,,Fall,2025,Anime,
001815,117,A Major,,POP LIFE,,,Fall,2025,Anime,
001816,118,F# Major,,Stare in Wonder,,,Fall,2025,Anime,
001817,122,D# Major,,WE ARE MADE,,,Fall,2025,Anime,
001818,123,F Major,,Bukiyou na I love you,,,Fall,2025,Anime,
001819,125,A Major,,Platform,,,Fall,2025,Anime,ahh; Stems
001820,130,C Major,,Black Flame,,,Fall,2025,Anime,
001821,137,D Major,,Piece of my world,,,Fall,2025,Anime,
001822,139,F Major,,Touring,,,Fall,2025,Anime,
001823,"92.5, 92.5","C# Major, D Major","Verse, Chorus",Careless,,,Summer,2021,Anime,
001824,"78, 78, 78","G Major, A# Major, A# Major","Verse, Prechorus, Chorus",Shingetsu no Da Capo,,,Fall,2021,Anime,
001825,"97, 97","E Major, F# Major","Verse, Chorus",Gamushara,CHiCO with HoneyWorks,Boruto,Summer,2021,Anime,
001826,"110, 110, 110","B Major, C Major, D Major","Verse, Chorus, Last Chorus",BOY,King Gnu,Ranking of Kings,Fall,2021,Anime,
001827,"83, 83, 83","A Major, F# Major, C# Major","Verse, Prechorus, Chorus",Asa ga Kuru,Aimer,Demon Slayer,Winter,2022,Anime,
001828,"136, 136","A# Major, D Major","Verse, Chorus",Shinshi no Torihiki,,TsukiMichi: Moonlit Fantasy,Summer,2022,Anime,
001829,"72.5, 72.5","C Major, A# Major","Verse, Chorus",Endless Love,,,Fall,2022,Anime,
001830,"129, 129, 129","D Major, E Major, F# Major","Verse, Chorus, Bridge",Route BLUE,,Shikimori's Not Just a Cutie,Spring,2022,Anime,
001831,"112.5, 112.5","A Major, C Major","Verse, Chorus",Make Up Life,,,Spring,2022,Anime,
001832,"110, 110","G Major, F# Major","Verse, Chorus",Koshaberi Byori,,,Spring,2022,Anime,
001833,"76, 76, 76","E Major, D Major, F Major","Verse, Prechorus, Chorus",Hajimari e to Tsuzuku Bashou,,,Summer,2022,Anime,
001834,"137, 137","D Major, E Major","Verse, Chorus",Tokyo Shandy Rendezvous,,,Fall,2022,Anime,
001835,"92.5, 92.5, 92.5, 92.5","G# Major, F Major, C# Major, C# Major","Verse, Prechorus, Chorus, Verse 2",VITA,,,Winter,2023,Game,
001836,"104, 104, 104","G Major, C Major, G Major","Verse, Chorus A, Chorus B",Daremo Karemo Dokomo Nanimo Shiranai,ASOBI Doumei,Heavenly Delusion,Spring,2023,Anime,
001837,"118, 118","E Major, F# Major","Verse, Chorus",a few sentimental,Kohana Lam,Dangers In My Heart,Spring,2023,Anime,
001838,"130, 130","C# Major, D# Major","Verse, Chorus",Tsuki no Hana,Daoko,Pretty Guardian Sailor Moon Cosmos The Movie,Spring,2023,Anime,
001839,"86.5, 86.5, 86.5","G# Major, D# Major, D# Major","Intro, Verse, Chorus",Follow You,,,Spring,2023,Anime,
001840,"130, 130","D Major, D# Major","Verse, Chorus",Kuufuku,,,Spring,2023,Anime,
001841,91.5,A# Major,,NAME,"Mie, Komura, Masayoshi Oishi",,Summer,2023,Anime,
001842,"72.66, 72.66, 72.66, 72.66","C# Major, C# Major, E Major, G Major","Verse, Prechorus A, Prechorus B, Chorus",Ikenai Etranger,,,Fall,2023,Anime,
001843,"75, 75, 75","F Major, D# Major, F Major","Verse, Prechorus, Chorus",Itterashai...,,,Fall,2023,Anime,
001844,"121, 121","G# Major, A Major","Verse, Chorus",Etcetera,imase,Kimi ni Todoke: Season 3,Spring,2025,Anime,
001845,"70, 90, 90, 90","C# Major, A# Major, C Major, A# Major","Intro, Verse, Prechorus, Chorus",Tatakae ga Kieta,,,Fall,2024,Anime,
001846,"74.5, 74.5","G Major, E Major","Verse, Chorus",Back With a Bang,,,Fall,2024,Anime,
001847,"120, 120","F Major, G Major","Verse, Chorus",Be Your Saikyo,,,Fall,2024,Anime,
001848,"138, 138","C# Major, E Major","Verse, Chorus",request,,Solo Leveling,Fall,2024,Anime,
001849,"77.5, 77.5","G Major, C Major","Verse, Chorus",Nothing can challenge,,,Fall,2024,Anime,
001850,"120, 120","A# Major, B Major","Verse, Chorus",Drifters,,,Fall,2024,Anime,
001851,"80, 80","C# Major, D# Major","Verse, Chorus",Konse Daikakumei,,,Fall,2024,Anime,
001852,,,,,,,,,,
001853,,,,,,,,,,
